country,creators,duration,episodes,genre,language,original_title,popularity,rating,seasons,stars,synopsis,title,year
Japan,Hideaki Anno,24,26,"Animation,Action,Drama,Back to top","English,Galician,Catalan,Portuguese,Spanish,Korean,Cantonese,Russian,Italian,Japanese,German",Original title: Shinseiki Evangelion,874,8.5,1 Season,"Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Spike Spencer,Allison Keith-Shipp,Sue Ulu,Amanda Winn Lee,Tristan MacAvery,Tiffany Grant,Guil Lunde,Matt Greenfield,Kendra Benham,Jason Lee,Casey Mongillo,Carrie Keranen,Erica Lindbeck,Ryan Bartley,Pedro de Aguillón",A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,Neon Genesis Evangelion,1995–1996
United Kingdom,,25,7,"Comedy,Back to top",English,,,8.6,2,"Christopher Morris,Mark Heap,Kevin Eldon,Doon Mackichan,David Cann,Barbara Durkin,Amelia Bullmore,Albert Welling,Gina McKee,Claire Skinner,Bill Moody,Frazer Brown,Peter Baynham,Bill Bailey,Bill Cashmore,Paul Garner,Sinead Griffin-Lennon,Simon Kunz","Controversial spoof of current affairs television, and the role of celebrity in the UK.",Brass Eye,1997–2001
United States,Kurt Sutter,45,92,"Crime,Drama,Thriller,Back to top",English,,137,8.6,7,"Charlie Hunnam,Katey Sagal,Mark Boone Junior,Kim Coates,Tommy Flanagan,Theo Rossi,Dayton Callie,Maggie Siff,Ron Perlman,David Labrava,Ryan Hurst,William Lucking,Michael Ornstein,Winter Ave Zoli,Jimmy Smits,Niko Nicotera,Chris Reed,Drea de Matteo",A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,Sons of Anarchy,2008–2014
United Kingdom,Sally Wainwright,0,18,"Crime,Drama,Thriller,Back to top",English,,476,8.5,3,"Sarah Lancashire,Siobhan Finneran,James Norton,Rhys Connah,Charlie Murphy,Shane Zaza,Ishia Bennison,Rick Warden,George Costigan,Karl Davies,Derek Riddell,Con O'Neill,Mete Dursun,Vincent Franklin,Chord Melodic,Susan Lynch,Jill Baker,Mark Stanley",Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,Happy Valley,2014–2023
United Kingdom,Ricky Gervais,0,14,"Comedy,Drama,Back to top",English,,900,8.5,3,"Ricky Gervais,Martin Freeman,Mackenzie Crook,Lucy Davis,Ewen MacIntosh,Ben Bradshaw,Jamie Deeks,Jane Lucas,Emma Manton,Alexander Perkins,Philip Pickard,Joel Beckett,Patrick Baladi,Julie Fernandez,Rachel Isaac,Howard Saddler,Ralph Ineson,Stirling Gallacher",The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.,The Office,2001–2003
United States,Steven S. DeKnight,55,33,"Action,Adventure,Biography,Back to top","English,German",Original title: Spartacus: Blood and Sand,209,8.5,3,"Andy Whitfield,Lucy Lawless,Manu Bennett,Daniel Feuerriegel,Peter Mensah,Nick E. Tarabay,Viva Bianca,Liam McIntyre,Pana Hema Taylor,Cynthia Addai-Robinson,Dustin Clare,Heath Jones,Katrina Law,Ellen Hollman,Barry Duffield,Kelvin Taylor,John Hannah,Craig Parker","The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",Spartacus,2010–2013
United States,Paul Abbott,46,134,"Comedy,Drama,Back to top",English,,42,8.5,11,"Emmy Rossum,William H. Macy,Ethan Cutkosky,Jeremy Allen White,Shanola Hampton,Steve Howey,Emma Kenney,Cameron Monaghan,Michael Patrick McGill,Jim Hoffmaster,Noel Fisher,Isidora Goreshter,Christian Isaiah,Brenden Sims,Joan Cusack,Justin Chatwin,Scott Michael Campbell,Kate Miner","A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",Shameless,2011–2021
United Kingdom,,40,60,"Documentary,Sport,Back to top",English,,631,8.5,6,"Will Buxton,Jack Nicholls,Daniel Ricciardo,Lewis Hamilton,Pierre Gasly,Max Verstappen,Sergio Pérez,Carlos Sainz,Charles Leclerc,Sebastian Vettel,Kevin Magnussen,Lance Stroll,Kimi Räikkönen,Valtteri Bottas,Lando Norris,George Russell,Esteban Ocon,Toto Wolff",Docuseries following the FIA Formula One World Championship across multiple seasons.,Formula 1: Drive to Survive,2019– 
United States,Mark Leveson,30,220,"Comedy,Game-Show,Back to top",English,,"2,230",8.5,8,"Drew Carey,Colin Mochrie,Ryan Stiles,Laura Hall,Wayne Brady,Linda Taylor,Cece Worrall Rubin,Greg Proops,Brad Sherwood,Charles Esten,Kathryn Greenwood,Denny Siegel,Anne King,Jeff Bryan Davis,Anna Wanselius,Kathy Griffin,Karen Maruyama,Whoopi Goldberg",Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.,Whose Line Is It Anyway?,1998–2007
United Kingdom,Alice Oseman,30,24,"Drama,Romance,Back to top",English,,608,8.6,3,"Joe Locke,Kit Connor,William Gao,Yasmin Finney,Tobie Donovan,Cormac Hyde-Corrin,Rhea Norwood,Corinna Brown,Kizzy Edgell,Sebastian Croft,Ashwin Vishwanath,Evan Ovenell,Fisayo Akinade,Olivia Colman,Araloyin Oshunremi,Jenny Walser,Leila Khan,Nima Taleghani",Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,Heartstopper,2022– 
United States,,1,62,"Documentary,Back to top",English,,,8.6,8,"Morgan Freeman,Sean Carroll,Michio Kaku,Kip Thorne,Carlos Frenk,Max Tegmark,Paul Davies,Lee Smolin,Janna Levin,Frank Tipler,Frank Close,Paul Steinhardt,Michael Persinger,Andy Albrecht,Will Wright,David Spergel,Alan Guth,Steve Nahn","Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there before the beginning? Are we really alone? Is there a creator? These questions have been pondered by the most exquisite minds of the human race. Now, science has evolved to the point ...",Through the Wormhole,2010–2017
Japan,,24,37,"Animation,Action,Comedy,Back to top","Japanese,French,Spanish,German,English,Russian,Italian,Portuguese,Arabic",,"1,235",8.6,3,"Takahiro Sakurai,Setsuo Ito,Chris Niosi,Akio Ôtsuka,Kyle McCarley,Michael Sorich,Miyu Irino,Max Mittelman,Yoshitsugu Matsuoka,Ryunosuke Watanuki,Patrick Seitz,Yoshimasa Hosoya,Erik Scott Kimerer,Daiki Hamano,Seiichiro Yamashita,Cherami Leigh,Toshihiko Seki,Kôhei Amasaki","A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.",Mob Psycho 100,2016–2022
United Kingdom,Mackenzie Crook,30,20,"Comedy,Back to top",English,,829,8.6,3,"Mackenzie Crook,Toby Jones,Rachael Stirling,Gerard Horan,Pearce Quigley,Divian Ladwa,Laura Checkley,Sophie Thompson,Orion Ben,Aimee-Ffion Edwards,Simon Farnaby,Paul Casar,Alexa Davies,Lucy Benjamin,Rebecca Callard,Jacob Hill,Daniel Donskoy,Isabella Hill","The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",Detectorists,2014–2022
United States,Louis C.K.,22,61,"Comedy,Drama,Back to top",English,,"2,390",8.5,5,"Louis C.K.,Hadley Delany,Ursula Parker,Pamela Adlon,Deanna Mustard,Scott Reyns,Steve Fabricant,Susan Kelechi Watson,Nick Di Paolo,Todd Barry,Jim Norton,Robert Kelly,William Stephenson,Edward Gelbinovich,Gary Wilmes,Eszter Balint,Ellen Burstyn,Charles Grodin","The life of Louie C.K., a divorced comedian living in New York with two kids.",Louie,2010–2015
Turkey,,30,71,"Crime,Drama,Thriller,Back to top",Turkish,,"1,989",8.7,2,"Kenan Imirzalioglu,Cansu Dere,Yigit Özsener,Baris Falay,Tuncel Kurtiz,Bade Iscil,Sarp Akkaya,Bayazit Gülercan,Ipek Bilgin,Nurhan Özenen,Baris Serma,Ataberk Ural,Burçin Terzioglu,Riza Kocaoglu,Salih Kalyon,Kemal Uçar,Levent Can,Mert Akbas","Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.",Ezel,2009–2011
United States,Genndy Tartakovsky,23,62,"Animation,Action,Adventure,Back to top",English,,"1,174",8.5,5,"Phil LaMarr,Mako,Kevin Michael Richardson,Jeff Bennett,Grey Griffin,Tara Strong,Tom Kenny,Daran Norris,Greg Baldwin,John DiMaggio,Jennifer Hale,Dee Bradley Baker,Sab Shimono,Richard McGonagle,Lauren Tom,Keone Young,Rob Paulsen,Clyde Kusatsu","A samurai, sent through time, fights to return home and save the world.",Samurai Jack,2001–2017
United Kingdom,David Alexanian,15,10,"Documentary,Adventure,Back to top",English,,,8.6,1 Season,"Ewan McGregor,Charley Boorman,David Alexanian,Russ Malkin,Claudio von Planta,Jimmy Simak,Eve Mavrakis,Olly Boorman,Doone Boorman,Kinvara Boorman,Jim McGregor,John Boorman,Christel Kruse Boorman,Carol McGregor,Daisy Boorman,Margrit von Planta,Natalie Portman,Paul Teutul Sr.","Ewan McGregor and Charley Boorman embark on a grueling quest to motorbike from London to New York. Going east through Europe, Asia and then to Alaska, they experience different cultures and have to overcome the elements and adversity.",Long Way Round,2004–2010
United Kingdom,,29,12,"Comedy,Back to top","English,German,French",,"4,473",8.6,2,"Steve Coogan,Simon Greenall,Felicity Montagu,Phil Cornwell,Andrew Burt,Amelia Bullmore,Barbara Durkin,Sally Phillips,James Lance,Tim Dantay,David Schneider,Simon Ludders,Danny Cunningham,Terence Booth,Michael Wardle,Peter Baynham,Polly Kemp,Rob Brydon","A failed television presenter, now presenting a programme on local desperately tries to revive his broadcasting career.",I'm Alan Partridge,1997–2002
United Kingdom,,25,14,"Comedy,Back to top",English,,"2,326",8.5,2,"Simon Pegg,Jessica Hynes,Julia Deakin,Nick Frost,Mark Heap,Katy Carmichael,Aida the Dog,Lucy Akhurst,Anna Wilson-Jones,Bill Bailey,James Lance,Peter Serafinowicz,Clive Russell,Sally Grace,Rowena Cooper,Michael Smiley,Gemma Padley,Jonathan Ryland","Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.",Spaced,1999–2001
United States,Sam Esmail,49,45,"Crime,Drama,Thriller,Back to top","English,Swedish,Danish,Chinese,Persian,Spanish,Samoan,Arabic,German",,242,8.5,4,"Rami Malek,Christian Slater,Carly Chaikin,Martin Wallström,Portia Doubleday,Michael Cristofer,Grace Gummer,BD Wong,Stephanie Corneliussen,Vaishnavi Sharma,Gloria Reuben,Sunita Mani,Azhar Khan,Joey Bada$$,Omar Metwally,Michael Drayer,Michel Gill,Jeremy Holm","Elliot, a brilliant but unstable cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global chaos when he and his shadowy allies try to take down the corrupt corporation his company is paid to protect.",Mr. Robot,2015–2019
United States,Eric André,11,69,"Comedy,Talk-Show,Back to top",English,,"4,211",8.6,6,"Eric André,Hannibal Buress,Robert Smith,Tom Ato,Early McCalister,Pfelton Sutton,Jerry Wheeler,John Bueno,Adora Dei,Felipe Esparza,JV Smith,Pat Regan,Dan Curry,Jermaine Fowler,Gary Anthony Williams,Tom Kane,Karen Elaine,Duane R. Shepard Sr.","Eric Andre tries to host a talk show in a bizarre environment, where he is sometimes the player of pranks and sometimes the victim.",The Eric Andre Show,2012– 
United States,,30,284,"Comedy,Reality-TV,Back to top",English,,"1,048",8.6,10,"James Murray,Brian Quinn,Sal Vulcano,Joe Gatto,Casey Jost,Cole Weber,Rob Emmer,John Szeluga,Daniel Cast,Drew Patterson,Joe Imburgio,Frank Contacessa,Joey Fatone,Bill St. James,Johnna Scrabis,Chavon Deberry,Jay Miller,Simmy Kustanowitz","Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.",Impractical Jokers,2011– 
Japan,Shin'ichirô Watanabe,24,26,"Animation,Action,Adventure,Back to top",Japanese,Original title: Samurai Chanpurû,"2,143",8.6,1 Season,"Kazuya Nakai,Ginpei Sato,Ayako Kawasumi,Steve Blum,Kirk Thornton,Kari Wahlgren,Doug Stone,Erik Davies,Masakazu Kohara,Tsuguo Mogami,Shunsuke Sakuya,Yoshinori Sonobe,Masao Harada,Takehiro Murozono,Paul St. Peter,Steve Kramer,Kim Strauss,Doug Erholtz","Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the ""samurai who smells of sunflowers.""",Samurai Champloo,2004–2005
United Kingdom,,25,25,"Comedy,Back to top",English,,758,8.5,5,"Chris O'Dowd,Richard Ayoade,Katherine Parkinson,Matt Berry,Christopher Morris,Noel Fielding,Graham Linehan,Tom Binns,Lewis Macleod,Belinda Stewart-Wilson,Peter Serafinowicz,Gemma Chan,Cordelia Bugeja,Togo Igawa,John Willie Hopkins,Dolly Wells,Pete Deagle,Ben Moor","The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.",The IT Crowd,2006–2013
United Kingdom,,29,36,"Crime,Drama,Mystery,Back to top",English,,443,8.6,9,"Shaun Evans,Roger Allam,James Bradshaw,Sean Rigby,Anton Lesser,Caroline O'Neill,Abigail Thaw,Sara Vickers,Dakota Blue Richards,Jack Laskey,Jack Bannon,Simon Harrison,Shvorne Marks,Lewis Peek,Carol Royle,Richard Riddell,Mark Arden,Flora London","Set from 1965 into the 1970s, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford.",Endeavour,2012–2023
India,Nikkhil Advani,45,17,"Drama,History,Back to top",Hindi,,"3,836",8.9,2,"Jim Sarbh,Saba Azad,Regina Cassandra,Mark Bennington,Ishwak Singh,Dibyendu Bhattacharya,Vinita Venugopal,Namit Das,Arjun Radhakrishnan,K.C. Shankar,Charu Shankar,Emily R. Acland,Monisha Advani,Ashmita Meghrajani,Rajiv Kachroo,Darius Shroff,Rajit Kapoor,Neha Chauhan","The story of two extraordinary men, Dr. Homi Jehangir Bhabha and Dr. Vikram Ambalal Sarabhai, who created history while building India's future.",Rocket Boys,2022– 
Serbia,Dragan Bjelogrlic,1,20,"Crime,Drama,Thriller,Back to top","Serbian,Russian,Macedonian,German,Slovenian",Original title: Senke nad Balkanom,"3,458",8.9,2,"Andrija Kuzmanovic,Marija Bergam,Dragan Bjelogrlic,Jovana Stojiljkovic,Nenad Jezdic,Gordan Kicic,Goran Bogdan,Aleksandar Gligoric,Nebojsa Dugalic,Aleksandar Stojkovic,Slobodan 'Boda' Ninkovic,Branimir Brstina,Marko Zivic,Milos Samolov,Srdjan 'Zika' Todorovic,Toni Mihajlovski,Petre Arsovski,Vojislav 'Voja' Brajovic","A historical fiction drama and thriller set in the turbulent period of the late 1920s in the Balkans as a place where high politics, local interests, capital and crime all merge together.",Black Sun,2017– 
United Kingdom,,30,28,"Comedy,Romance,Back to top",English,,"1,514",8.6,4,"Jack Davenport,Gina Bellman,Sarah Alexander,Kate Isitt,Ben Miles,Richard Coyle,Richard Mylan,Lou Gish,Olivia Caffrey,Mariella Frostrup,Lloyd Owen,Elizabeth Marmur,Emilia Fox,Adam Astill,Michael Price,Amanda Abbington,Anat Dychtwald,William Scott-Masson",Six best friends talk about all aspects of sex and relationships on their never-ending quest to find true love.,Coupling,2000–2004
United States,,1,20,"Documentary,Crime,Back to top",English,,"2,907",8.5,2,"Steven Avery,Dolores Avery,Laura Nirider,Allan Avery,Dean Strang,Jerry Buting,Kathleen Zellner,Barb Tadych,Ken Kratz,Brendan Dassey,Steven Drizin,Kim Ducat,Len Kachinsky,Sandra Greenman,Stephen Glynn,Peter Dassey,Robert Dvorak,Chuck Avery","Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.",Making a Murderer,2015–2018
United States,James Bobin,28,22,"Comedy,Music,Musical,Back to top",English,,"1,925",8.6,2,"Jemaine Clement,Bret McKenzie,Rhys Darby,Kristen Schaal,Arj Barker,Frank Wood,Eugene Mirman,David Costabile,Sutton Foster,Rachel Blanchard,Brian Sergent,Adrian Martinez,Lenny Venito,José Ramón Rosario,Kelly Taffe,Victor Williams,Will Forte,Aziz Ansari","Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom.",Flight of the Conchords,2007–2009
United Kingdom,,30,16,"Comedy,Back to top",English,,"3,980",8.6,2,"Paul Eddington,Nigel Hawthorne,Derek Fowlds,Diana Hoddinott,Deborah Norton,John Nettleton,Peter Cellier,Miranda Forbes,Frederick Treves,Antony Carrick,Barry Stanton,Donald Pickering,Peter Cartwright,Clive Francis,Frank Middlemass,Michael Aldridge,John Barron,John Wells",James Hacker was propelled along the corridors of power to the very pinnacle of politics - Number 10.,"Yes, Prime Minister",1986–1987
India,Krishna D.K.,45,20,"Action,Comedy,Drama,Back to top","Arabic,English,Tamil,Hindi",,"2,261",8.7,3,"Manoj Bajpayee,Samantha Ruth Prabhu,Priyamani,Sharib Hashmi,Ashlesha Thakur,Vedant Sinha,Shahab Ali,Shreya Dhanwanthary,Sharad Kelkar,Dalip Tahil,Darshan Kumaar,Sunny Hinduja,Aritro Rudraneil Banerjee,Pawan Chopra,Neeraj Madhav,Mime Gopi,Srikrishna Dayal,Vijay Vikram Singh","A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.",The Family Man,2019– 
Japan,,24,153,"Animation,Action,Adventure,Back to top",Japanese,,809,8.5,9,"Brice Armstrong,Steve Olson,Stephanie Nadolny,Zoe Slusar,Christopher Sabat,Tiffany Vollmer,Leda Davies,Mike McFarland,Monika Antonelli,Victor Atelevich,Chris Simms,Bradford Jackson,Mike Thiessen,Laurie Steele,Meredith McCoy,John Burgmeier,Rocío Garcel,Chuck Huber","Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice.",Dragon Ball,1995–2003
Japan,,24,48,"Animation,Action,Adventure,Back to top",Japanese,,125,8.6,3,"Junya Enoki,Yuma Uchida,Yûichi Nakamura,Adam McArthur,Asami Seto,Nobunaga Shimazaki,Robbie Daymond,Takahiro Sakurai,Kenjirô Tsuda,Lex Lang,Mikako Komatsu,Tomokazu Seki,Jun'ichi Suwabe,Mitsuo Iwata,Kaiji Tang,Shigeru Chiba,Takaya Kuroda,Kotono Mitsuishi",A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,Jujutsu Kaisen,2020– 
United States,,3,2,"Action,Adventure,Drama,Back to top",English,,"2,484",8.5,1 Season,"Edward James Olmos,Mary McDonnell,Katee Sackhoff,Jamie Bamber,James Callis,Tricia Helfer,Callum Keith Rennie,Grace Park,Michael Hogan,Matthew Bennett,Paul Campbell,Aaron Douglas,Barclay Hope,Lorena Gale,Kandyse McClure,Connor Widdows,John Mann,Alessandro Juliani","Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for their true home: Earth.",Battlestar Galactica,2003
United States,Bob Kane,22,52,"Animation,Action,Adventure,Back to top",English,,"1,520",8.6,2,"Carl Lumbly,Phil LaMarr,Michael Rosenbaum,George Newbern,Maria Canals-Barrera,Kevin Conroy,Susan Eisenberg,Jason Marsden,Mark Hamill,Clancy Brown,Corey Burton,Jennifer Hale,Phil Morris,Olivia d'Abo,Susan Sullivan,Richard Doyle,Brian George,Kevin Michael Richardson",Seven of the most formidable heroes form arguably the most powerful team ever.,Justice League,2001–2004
United States,Scott Frank,0,7,"Drama,Back to top","English,French,Spanish,Russian",,263,8.5,1 Season,"Anya Taylor-Joy,Chloe Pirrie,Bill Camp,Marcin Dorocinski,Marielle Heller,Thomas Brodie-Sangster,Moses Ingram,Harry Melling,Isla Johnston,Janina Elkin,Matthew Dennis Lewis,Russell Dennis Lewis,Patrick Kennedy,Christiane Seidel,Jacob Fortune-Lloyd,Akemnji Ndifornyen,Annabeth Kelly,Dolores Carbonari","Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.",The Queen's Gambit,2020
United States,Jemaine Clement,30,51,"Comedy,Fantasy,Horror,Back to top",English,,228,8.6,6,"Kayvan Novak,Matt Berry,Natasia Demetriou,Harvey Guillén,Mark Proksch,Kristen Schaal,Anthony Atamanuik,Doug Jones,Chris Sandiford,Jean-Michel Richaud,Parisa Fakhri,Anoop Desai,Violet Tinnirello,Liam McKenna,Veronika Slowikowska,Gavin Fox,Myrna Cabello,Andy Hull",A look into the nightly lives of four vampires who have lived together on Staten Island for over a century.,What We Do in the Shadows,2019–2024
France,Eric Rochant,52,50,"Drama,Thriller,Back to top","French,Arabic,English,Persian,Russian,Italian",Original title: Le Bureau des Légendes,"1,328",8.7,5,"Mathieu Kassovitz,Florence Loiret Caille,Jonathan Zaccaï,Sara Giraudeau,Jules Sagot,Zineb Triki,Jean-Pierre Darroussin,Irina Muluile,Gilles Cohen,Artus,Alexandre Brasseur,Patrick Ligardes,Léa Drucker,Mathieu Amalric,Aleksey Gorbunov,Michaël Abiteboul,Pauline Etienne,Anne Azoulay","A very unique and captivating series about the ""bureau des légendes"", the mythical powerhouse within the French Secret Service and its dare devil ghost agents.",The Bureau,2015–2020
United States,Mike Flanagan,0,10,"Drama,Horror,Mystery,Back to top",English,,438,8.6,1 Season,"Michiel Huisman,Carla Gugino,Henry Thomas,Elizabeth Reaser,Oliver Jackson-Cohen,Kate Siegel,Victoria Pedretti,Lulu Wilson,Mckenna Grace,Paxton Singleton,Julian Hilliard,Violet McGraw,Timothy Hutton,Natalia Rosminati,Anthony Ruivivar,Samantha Sloyan,Annabeth Gish,Robert Longstreet","Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",The Haunting of Hill House,2018
United States,Paul Attanasio,1,122,"Crime,Drama,Mystery,Back to top",English,,"1,256",8.7,7,"Richard Belzer,Clark Johnson,Yaphet Kotto,Kyle Secor,Andre Braugher,Melissa Leo,Reed Diamond,Sharon Ziman,Peter Gerety,Jon Seda,Isabella Hofmann,Callie Thorne,Toni Lewis,Clayton LeBouef,Zeljko Ivanek,Max Perlich,Daniel Baldwin,Ned Beatty",An American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.,Homicide: Life on the Street,1993–1999
Japan,,25,153,"Animation,Action,Adventure,Back to top",Japanese,Original title: Dragon Ball: Doragon bôru,521,8.5,1 Season,"Masako Nozawa,Jôji Yanami,Brice Armstrong,Stephanie Nadolny,Hiromi Tsuru,Mayumi Tanaka,Christopher Sabat,Tôru Furuya,Naoko Watanabe,Kôhei Miyauchi,Mike McFarland,Tiffany Vollmer,Naoki Tatsuta,Mami Koyama,Bradford Jackson,Monika Antonelli,Kenji Utsumi,Laurie Steele","Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.",Dragon Ball,1986–1989
United States,Christopher McCulloch,22,86,"Animation,Action,Adventure,Back to top",English,,"2,134",8.6,7,"Christopher McCulloch,James Urbaniak,Doc Hammer,Michael Sinterniklaas,Patrick Warburton,Steven Rattazzi,Paul Boocock,Soul-Bot,Lisa Hammer,Dana Snyder,Mia Barron,Brendon Small,Charles Parnell,Mark Gagliardi,Hal Lublin,Cristin Milioti,Kate McKinnon,Nina Hellman","The bizarre escapades of pseudo-heroic scientist Dr. Rusty Venture, his competent, high-strung bodyguard, and his two overenthusiastic sons.",The Venture Bros.,2003–2018
United States,Graham Yost,0,78,"Action,Crime,Drama,Back to top",English,,218,8.6,6,"Timothy Olyphant,Nick Searcy,Joelle Carter,Jacob Pitts,Erica Tazel,Walton Goggins,Natalie Zea,Jere Burns,David Meunier,Jonathan Kowalsky,Russell Bertolino,Rick Gomez,Raymond J. Barry,Jesse Luken,Damon Herriman,Jeremy Davies,Justin Welborn,Mykelti Williamson","Enforcing his own brand of justice, U.S. Marshal Raylan Givens, a strong-willed, quiet law-man haunted by his past, returns to his native town to see that justice is served to those in need.",Justified,2010–2015
